acc_x,acc_y,acc_z
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.020202020202020204
0.0,0.0,0.04040404040404041
0.0,0.0,0.06060606060606061
0.0,0.0,0.08080808080808081
0.0,0.0,0.10101010101010102
0.0,0.0,0.12121212121212122
0.0,0.0,0.14141414141414144
0.0,0.0,0.16161616161616163
0.0,0.0,0.18181818181818182
0.0,0.0,0.20202020202020204
0.0,0.0,0.22222222222222224
0.0,0.0,0.24242424242424243
0.0,0.0,0.26262626262626265
0.0,0.0,0.2828282828282829
0.0,0.0,0.30303030303030304
0.0,0.0,0.32323232323232326
0.0,0.0,0.3434343434343435
0.0,0.0,0.36363636363636365
0.0,0.0,0.38383838383838387
0.0,0.0,0.4040404040404041
0.0,0.0,0.42424242424242425
0.0,0.0,0.4444444444444445
0.0,0.0,0.4646464646464647
0.0,0.0,0.48484848484848486
0.0,0.0,0.5050505050505051
0.0,0.0,0.5252525252525253
0.0,0.0,0.5454545454545455
0.0,0.0,0.5656565656565657
0.0,0.0,0.5858585858585859
0.0,0.0,0.6060606060606061
0.0,0.0,0.6262626262626263
0.0,0.0,0.6464646464646465
0.0,0.0,0.6666666666666667
0.0,0.0,0.686868686868687
0.0,0.0,0.7070707070707072
0.0,0.0,0.7272727272727273
0.0,0.0,0.7474747474747475
0.0,0.0,0.7676767676767677
0.0,0.0,0.787878787878788
0.0,0.0,0.8080808080808082
0.0,0.0,0.8282828282828284
0.0,0.0,0.8484848484848485
0.0,0.0,0.8686868686868687
0.0,0.0,0.888888888888889
0.0,0.0,0.9090909090909092
0.0,0.0,0.9292929292929294
0.0,0.0,0.9494949494949496
0.0,0.0,0.9696969696969697
0.0,0.0,0.98989898989899
0.0,0.0,1.0101010101010102
0.0,0.0,1.0303030303030305
0.0,0.0,1.0505050505050506
0.0,0.0,1.0707070707070707
0.0,0.0,1.090909090909091
0.0,0.0,1.1111111111111112
0.0,0.0,1.1313131313131315
0.0,0.0,1.1515151515151516
0.0,0.0,1.1717171717171717
0.0,0.0,1.191919191919192
0.0,0.0,1.2121212121212122
0.0,0.0,1.2323232323232325
0.0,0.0,1.2525252525252526
0.0,0.0,1.272727272727273
0.0,0.0,1.292929292929293
0.0,0.0,1.3131313131313131
0.0,0.0,1.3333333333333335
0.0,0.0,1.3535353535353536
0.0,0.0,1.373737373737374
0.0,0.0,1.393939393939394
0.0,0.0,1.4141414141414144
0.0,0.0,1.4343434343434345
0.0,0.0,1.4545454545454546
0.0,0.0,1.474747474747475
0.0,0.0,1.494949494949495
0.0,0.0,1.5151515151515154
0.0,0.0,1.5353535353535355
0.0,0.0,1.5555555555555556
0.0,0.0,1.575757575757576
0.0,0.0,1.595959595959596
0.0,0.0,1.6161616161616164
0.0,0.0,1.6363636363636365
0.0,0.0,1.6565656565656568
0.0,0.0,1.676767676767677
0.0,0.0,1.696969696969697
0.0,0.0,1.7171717171717173
0.0,0.0,1.7373737373737375
0.0,0.0,1.7575757575757578
0.0,0.0,1.777777777777778
0.0,0.0,1.7979797979797982
0.0,0.0,1.8181818181818183
0.0,0.0,1.8383838383838385
0.0,0.0,1.8585858585858588
0.0,0.0,1.878787878787879
0.0,0.0,1.8989898989898992
0.0,0.0,1.9191919191919193
0.0,0.0,1.9393939393939394
0.0,0.0,1.9595959595959598
0.0,0.0,1.97979797979798
0.0,0.0,2.0
0.0,0.0,2.0
0.0,0.0,1.97979797979798
0.0,0.0,1.9595959595959596
0.0,0.0,1.9393939393939394
0.0,0.0,1.9191919191919191
0.0,0.0,1.898989898989899
0.0,0.0,1.878787878787879
0.0,0.0,1.8585858585858586
0.0,0.0,1.8383838383838385
0.0,0.0,1.8181818181818181
0.0,0.0,1.797979797979798
0.0,0.0,1.7777777777777777
0.0,0.0,1.7575757575757576
0.0,0.0,1.7373737373737375
0.0,0.0,1.7171717171717171
0.0,0.0,1.696969696969697
0.0,0.0,1.6767676767676767
0.0,0.0,1.6565656565656566
0.0,0.0,1.6363636363636362
0.0,0.0,1.6161616161616161
0.0,0.0,1.595959595959596
0.0,0.0,1.5757575757575757
0.0,0.0,1.5555555555555556
0.0,0.0,1.5353535353535352
0.0,0.0,1.5151515151515151
0.0,0.0,1.4949494949494948
0.0,0.0,1.4747474747474747
0.0,0.0,1.4545454545454546
0.0,0.0,1.4343434343434343
0.0,0.0,1.4141414141414141
0.0,0.0,1.393939393939394
0.0,0.0,1.3737373737373737
0.0,0.0,1.3535353535353534
0.0,0.0,1.3333333333333333
0.0,0.0,1.3131313131313131
0.0,0.0,1.2929292929292928
0.0,0.0,1.2727272727272727
0.0,0.0,1.2525252525252526
0.0,0.0,1.2323232323232323
0.0,0.0,1.212121212121212
0.0,0.0,1.1919191919191918
0.0,0.0,1.1717171717171717
0.0,0.0,1.1515151515151514
0.0,0.0,1.1313131313131313
0.0,0.0,1.1111111111111112
0.0,0.0,1.0909090909090908
0.0,0.0,1.0707070707070705
0.0,0.0,1.0505050505050504
0.0,0.0,1.0303030303030303
0.0,0.0,1.01010101010101
0.0,0.0,0.9898989898989898
0.0,0.0,0.9696969696969695
0.0,0.0,0.9494949494949494
0.0,0.0,0.9292929292929293
0.0,0.0,0.909090909090909
0.0,0.0,0.8888888888888888
0.0,0.0,0.8686868686868685
0.0,0.0,0.8484848484848484
0.0,0.0,0.8282828282828283
0.0,0.0,0.808080808080808
0.0,0.0,0.7878787878787878
0.0,0.0,0.7676767676767675
0.0,0.0,0.7474747474747474
0.0,0.0,0.7272727272727271
